a,b,I_fold_left,I,delta_I,lambda,epsilon,sigma,q,window_lo,window_hi,hit_prob,n,W_star,W_lo,W_hi,v_start,w_start,scale_half,scale_twothirds,scale_eps34
0.7,0.8,0.55,0.56,0.01,0.008,0.04,0.023255106965997814,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1876801091669187,-0.06923923961754189,1.3,2.906888370749726,0.26
0.7,0.8,0.55,0.56,0.01,0.008,0.04,0.028621670111997313,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1876801091669187,-0.06923923961754189,1.6,3.5777087639996634,0.32000000000000006
0.7,0.8,0.55,0.56,0.01,0.008,0.04,0.03577708763999664,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1876801091669187,-0.06923923961754189,2.0,4.472135954999579,0.4
0.7,0.8,0.55,0.56,0.01,0.008,0.04,0.044721359549995794,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1876801091669187,-0.06923923961754189,2.5,5.590169943749473,0.5
0.7,0.8,0.55,0.56,0.01,0.008,0.04,0.053665631459994964,0.75,0.5,2.0,0.003,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1876801091669187,-0.06923923961754189,3.0000000000000004,6.7082039324993685,0.6000000000000001
0.7,0.8,0.55,0.5700000000000001,0.02,0.016,0.04,0.0,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.234735908627536,-0.03725432959642298,0.0,0.0,0.0
0.7,0.8,0.55,0.5700000000000001,0.02,0.016,0.04,0.008854377448471461,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.234735908627536,-0.03725432959642298,0.35,0.6972385331902281,0.09899494936611665
0.7,0.8,0.55,0.5700000000000001,0.02,0.016,0.04,0.012649110640673518,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.234735908627536,-0.03725432959642298,0.5,0.9960550474146117,0.1414213562373095
0.7,0.8,0.55,0.5700000000000001,0.02,0.016,0.04,0.017708754896942923,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.234735908627536,-0.03725432959642298,0.7,1.3944770663804562,0.1979898987322333
0.7,0.8,0.55,0.5700000000000001,0.02,0.016,0.04,0.022768399153212333,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.234735908627536,-0.03725432959642298,0.9,1.7928990853463012,0.25455844122715715
