lambda,eta,pred_eta,hit_prob,mean_t_hit,mean_W_hit,mean_V_hit,W_star,W_low,W_high,event_mode,peel_dist,W_cut,n,dt,T_run
0.008,0.4,0.04000000000000001,0.964,115.70177385883292,0.0743858091279658,644191.6588174461,0.04000000000000001,0.020000000000000004,0.08000000000000002,window,0.05,0.02,2000,0.002,145.0
0.008,0.6,0.04000000000000001,0.9985,115.0460190284561,0.07963184777099322,962443.7070382698,0.04000000000000001,0.020000000000000004,0.08000000000000002,window,0.05,0.02,2000,0.002,145.0
0.008,0.85,0.04000000000000001,1.0,115.00038399991338,0.0799969279993358,999000.001193527,0.04000000000000001,0.020000000000000004,0.08000000000000002,window,0.05,0.02,2000,0.002,145.0
0.008,1.1,0.04000000000000001,1.0,114.99999999991338,0.0799999999993358,1000000.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,window,0.05,0.02,2000,0.002,145.0
0.012,0.0,0.05241482788417794,0.0,nan,nan,nan,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.02,0.05241482788417794,0.0,nan,nan,nan,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.035,0.05241482788417794,0.0,nan,nan,nan,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.05,0.05241482788417794,0.0,nan,nan,nan,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.07,0.05241482788417794,0.0,nan,nan,nan,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.1,0.05241482788417794,0.014,80.38492857142262,0.035380857142132995,0.14275171793023408,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.14,0.05241482788417794,0.101,79.54836633662967,0.0454196039596725,0.16174759544015588,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.2,0.05241482788417794,0.3775,78.36663576158817,0.059600370860203485,13245.30882389948,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.28,0.05241482788417794,0.6595,77.18143896891736,0.07382273237228537,105383.13682339752,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.4,0.05241482788417794,0.885,75.88060564972209,0.08943273220266412,389830.87598759594,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.6,0.05241482788417794,0.9925,74.80974307305492,0.10228308312269864,845844.0587723291,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,0.85,0.05241482788417794,1.0,74.60323200000754,0.10476121599927263,993500.003239568,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.012,1.1,0.05241482788417794,1.0,74.59800000000756,0.10482399999927261,1000000.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,2000,0.002,103.33333333333333
0.016,0.0,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.02,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.035,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.05,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.07,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.1,0.06349604207872799,0.006,59.69583333336032,0.044866666666327104,0.16054809811971474,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.14,0.06349604207872799,0.053,59.58475471700799,0.046643924527962496,0.16431519476333442,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.2,0.06349604207872799,0.2425,58.412169072190366,0.06540529484502193,4123.9278289692475,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.28,0.06349604207872799,0.526,57.3059106464119,0.08310542965745728,57985.057090598464,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.4,0.06349604207872799,0.8195,56.15173154364682,0.10157229530167787,250763.23136659653,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.6,0.06349604207872799,0.98,55.03592653063355,0.11942517550987052,700078.008299405,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,0.85,0.06349604207872799,1.0,54.60290000002079,0.12635359999966725,961000.0278238384,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.016,1.1,0.06349604207872799,1.0,54.564000000020734,0.12697599999966733,998500.002528146,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,2000,0.002,82.5
0.024,0.0,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.02,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.035,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.05,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.07,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.1,0.08320335292207617,0.0005,38.972000000001664,0.06467199999955063,0.19470291199329381,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.14,0.08320335292207617,0.0135,39.07785185185365,0.06213155555510705,0.18829713161230946,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.2,0.08320335292207617,0.1205,38.63829045643279,0.07268102904519531,0.22057908324922154,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.28,0.08320335292207617,0.338,37.76955621301795,0.0935306508871271,16272.45741482533,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.4,0.08320335292207617,0.666,36.74391291291185,0.1181460900896437,116480.42574408858,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.6,0.08320335292207617,0.9195,35.58210222947006,0.14602954649221225,456770.3912204892,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,0.85,0.08320335292207617,0.992,34.9200362903193,0.16191912903181055,837197.7145559924,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.024,1.1,0.08320335292207617,0.999,34.76677177176831,0.16559747747702977,963463.5037948076,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,2000,0.002,61.666666666666664
0.032,0.0,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.02,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.035,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.05,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.07,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.1,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.14,0.10079368399158986,0.004,29.420499999994572,0.058544000000322526,0.1837095060176958,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.2,0.10079368399158986,0.0575,28.76659130434276,0.07946907826119093,0.21499704338777906,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.28,0.10079368399158986,0.232,28.064517241374634,0.10193544827618348,2155.444727457025,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.4,0.10079368399158986,0.5545,27.081354373305157,0.13339666005442527,61316.8396388449,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.6,0.10079368399158986,0.8475,26.070494395276665,0.16574417935135702,302065.8573493326,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,0.85,0.10079368399158986,0.973,25.33814491263815,0.18917936279580438,681437.1101907172,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.032,1.1,0.10079368399158986,0.9965,25.057288509781234,0.1981667676872315,892122.5708483487,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,2000,0.002,51.25
0.048,0.0,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.02,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.035,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.05,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.07,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.1,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.14,0.13207708995578507,0.0005,19.420000000000115,0.06784000000010137,0.1963257551196714,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.2,0.13207708995578507,0.0175,18.967028571428937,0.08958262857152974,0.2292235316772613,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.28,0.13207708995578507,0.1115,18.443013452915444,0.11473535426019237,4484.567603735155,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.4,0.13207708995578507,0.3525,17.739846808511636,0.1484873531915949,8510.955330094228,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.6,0.13207708995578507,0.718,16.777970752090514,0.19465740389983097,133009.77978782135,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,0.85,0.13207708995578507,0.916,15.995784934499444,0.23220232314421746,449250.22058087314,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.048,1.1,0.13207708995578507,0.98,15.62426530612417,0.2500352653062365,709694.2991061651,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,2000,0.002,40.83333333333333
0.064,0.0,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.02,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.035,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.05,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.07,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.1,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.14,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.2,0.16000000000000003,0.0045,13.968444444445778,0.10601955555546547,0.248681922252022,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.28,0.16000000000000003,0.056,13.747732142858402,0.12014514285705231,0.2648191577186015,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.4,0.16000000000000003,0.244,13.05952868852562,0.1641901639343341,2049.4906644407256,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.6,0.16000000000000003,0.6005,12.224406328060702,0.21763799500407024,64946.53019329059,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,0.85,0.16000000000000003,0.86,11.54600813953541,0.26105547906967513,280235.40727734397,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
0.064,1.1,0.16000000000000003,0.946,11.1093572938693,0.2890011331922975,533827.1234357924,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,2000,0.002,35.625
