a,b,I_fold_left,I,delta_I,lambda,epsilon,sigma,q,window_lo,window_hi,hit_prob,n,W_star,W_lo,W_hi,v_start,w_start,scale_half,scale_twothirds,scale_eps34
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.0,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,0.0,0.0,0.0
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.00447213595499958,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,0.5,1.1180339887498947,0.14142135623730953
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.00894427190999916,0.75,0.5,2.0,0.0,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,1.0,2.2360679774997894,0.28284271247461906
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.013416407864998741,0.75,0.5,2.0,0.006,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,1.5000000000000002,3.3541019662496843,0.4242640687119286
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.01788854381999832,0.75,0.5,2.0,0.048,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,2.0,4.472135954999579,0.5656854249492381
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.022360679774997897,0.75,0.5,2.0,0.072,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,2.5,5.590169943749473,0.7071067811865476
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.026832815729997482,0.75,0.5,2.0,0.105,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,3.0000000000000004,6.7082039324993685,0.8485281374238572
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.03577708763999664,0.75,0.5,2.0,0.151,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,4.0,8.944271909999157,1.1313708498984762
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.044721359549995794,0.75,0.5,2.0,0.163,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,5.0,11.180339887498945,1.4142135623730951
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.05813776741499453,0.75,0.5,2.0,0.187,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,6.499999999999999,14.53444185374863,1.8384776310850237
0.7,0.8,0.2916666666666666,0.3016666666666666,0.01,0.008,0.01,0.07155417527999328,0.75,0.5,2.0,0.167,1000,0.04000000000000001,0.020000000000000004,0.08000000000000002,-1.1195158086919395,-0.35014691573243917,8.0,17.888543819998315,2.2627416997969525
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.0,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,0.0,0.0,0.0
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.006324555320336759,0.75,0.5,2.0,0.0,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,0.5,0.9960550474146117,0.2
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.012649110640673518,0.75,0.5,2.0,0.004,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,1.0,1.9921100948292234,0.4
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.01897366596101028,0.75,0.5,2.0,0.036,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,1.5000000000000002,2.988165142243836,0.6000000000000001
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.025298221281347035,0.75,0.5,2.0,0.088,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,2.0,3.984220189658447,0.8
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.03162277660168379,0.75,0.5,2.0,0.119,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,2.5,4.980275237073058,1.0
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.03794733192202056,0.75,0.5,2.0,0.165,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,3.0000000000000004,5.976330284487672,1.2000000000000002
0.7,0.8,0.2916666666666666,0.3116666666666666,0.02,0.016,0.01,0.05059644256269407,0.75,0.5,2.0,0.213,1000,0.06349604207872799,0.03174802103936399,0.12699208415745597,-1.1498535718913978,-0.3314221984087016,4.0,7.968440379316894,1.6
