q,window_lo,window_hi,lambda,eta,hit_prob,W_star,W_lo,W_hi,n
0.75,0.25,2.0,0.012,0.05,0.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.07,0.0025,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.1,0.0545,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.14,0.191,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.2,0.464,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.28,0.7355,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.4,0.937,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.6,0.9915,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,0.85,1.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.012,1.1,1.0,0.05241482788417794,0.013103706971044486,0.10482965576835589,2000
0.75,0.25,2.0,0.016,0.0,0.0,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.02,0.0,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.035,0.0,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.05,0.0,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.07,0.0015,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.1,0.015,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.14,0.1155,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.2,0.3465,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.28,0.654,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.4,0.874,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.6,0.9865,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,0.85,0.999,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.016,1.1,1.0,0.06349604207872799,0.015874010519681996,0.12699208415745597,2000
0.75,0.25,2.0,0.024,0.0,0.0,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.02,0.0,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.035,0.0,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.05,0.0,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.07,0.0,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.1,0.003,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.14,0.047,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.2,0.201,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.28,0.455,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.4,0.746,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.6,0.953,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,0.85,0.993,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.024,1.1,0.9995,0.08320335292207617,0.020800838230519043,0.16640670584415235,2000
0.75,0.25,2.0,0.032,0.0,0.0,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.02,0.0,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.035,0.0,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.05,0.0,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.07,0.0,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.1,0.002,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.14,0.0195,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.2,0.1235,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.28,0.3395,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.4,0.658,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.6,0.9005,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,0.85,0.9795,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.032,1.1,0.9965,0.10079368399158986,0.025198420997897465,0.20158736798317972,2000
0.75,0.25,2.0,0.048,0.0,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.02,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.035,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.05,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.07,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.1,0.0,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.14,0.0045,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.2,0.039,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.28,0.2075,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.4,0.4735,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.6,0.8175,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,0.85,0.948,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.048,1.1,0.9945,0.13207708995578507,0.03301927248894627,0.26415417991157014,2000
0.75,0.25,2.0,0.064,0.0,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.02,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.035,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.05,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.07,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.1,0.0,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.14,0.0025,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.2,0.0235,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.28,0.1135,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.4,0.3535,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.6,0.694,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,0.85,0.9005,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.25,2.0,0.064,1.1,0.969,0.16000000000000003,0.04000000000000001,0.32000000000000006,2000
0.75,0.5,3.0,0.004,0.0,0.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.02,0.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.035,0.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.05,0.0025,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.07,0.0605,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.1,0.224,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.14,0.573,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.2,0.8645,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.28,0.9765,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.4,0.999,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.6,1.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,0.85,1.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.004,1.1,1.0,0.02519842099789747,0.012599210498948734,0.0755952629936924,2000
0.75,0.5,3.0,0.006,0.0,0.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.02,0.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.035,0.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.05,0.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.07,0.01,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.1,0.115,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.14,0.373,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.2,0.693,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.28,0.921,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.4,0.9915,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.6,0.9995,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,0.85,1.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.006,1.1,1.0,0.033019272488946275,0.016509636244473137,0.09905781746683882,2000
0.75,0.5,3.0,0.008,0.0,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.02,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.035,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.05,0.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.07,0.005,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.1,0.0595,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.14,0.245,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.2,0.555,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.28,0.845,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.4,0.9785,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.6,1.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,0.85,1.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.008,1.1,1.0,0.04000000000000001,0.020000000000000004,0.12000000000000002,2000
0.75,0.5,3.0,0.012,0.0,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.02,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.035,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.05,0.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.07,0.001,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.1,0.015,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.14,0.1145,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.2,0.3735,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.28,0.681,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.4,0.922,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.6,0.995,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,0.85,1.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.012,1.1,1.0,0.05241482788417794,0.02620741394208897,0.15724448365253382,2000
0.75,0.5,3.0,0.016,0.0,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.02,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.035,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.05,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.07,0.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.1,0.0045,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.14,0.0505,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.2,0.246,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.28,0.551,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.4,0.8685,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.6,0.985,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,0.85,0.9985,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.016,1.1,1.0,0.06349604207872799,0.03174802103936399,0.19048812623618394,2000
0.75,0.5,3.0,0.024,0.0,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.02,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.035,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.05,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.07,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.1,0.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.14,0.014,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.2,0.1155,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.28,0.358,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.4,0.6895,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.6,0.9435,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,0.85,0.994,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.024,1.1,1.0,0.08320335292207617,0.04160167646103809,0.24961005876622852,2000
0.75,0.5,3.0,0.032,0.0,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.02,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.035,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.05,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.07,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.1,0.0,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.14,0.0015,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.2,0.0545,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.28,0.234,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.4,0.572,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.6,0.8785,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,0.85,0.987,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.032,1.1,0.998,0.10079368399158986,0.05039684199579493,0.3023810519747696,2000
0.75,0.5,3.0,0.048,0.0,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.02,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.035,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.05,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.07,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.1,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.14,0.0,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.2,0.016,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.28,0.106,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.4,0.3805,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.6,0.7525,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,0.85,0.9485,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.048,1.1,0.986,0.13207708995578507,0.06603854497789254,0.39623126986735524,2000
0.75,0.5,3.0,0.064,0.0,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.02,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.035,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.05,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.07,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.1,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.14,0.0,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.2,0.0025,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.28,0.0555,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.4,0.254,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.6,0.6245,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,0.85,0.8925,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.75,0.5,3.0,0.064,1.1,0.973,0.16000000000000003,0.08000000000000002,0.4800000000000001,2000
0.9,0.5,2.0,0.004,0.0,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.02,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.035,0.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.05,0.002,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.07,0.0425,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.1,0.222,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.14,0.4955,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.2,0.7965,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.28,0.9545,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.4,0.994,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.6,1.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,0.85,1.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.004,1.1,1.0,0.02519842099789747,0.012599210498948734,0.05039684199579494,2000
0.9,0.5,2.0,0.006,0.0,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.02,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.035,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.05,0.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.07,0.0105,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.1,0.097,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.14,0.2875,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.2,0.661,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.28,0.866,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.4,0.985,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.6,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,0.85,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.006,1.1,1.0,0.033019272488946275,0.016509636244473137,0.06603854497789255,2000
0.9,0.5,2.0,0.008,0.0,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.02,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.035,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.05,0.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.07,0.0015,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.1,0.037,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.14,0.189,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.2,0.5145,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.28,0.7805,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.4,0.9625,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.6,0.997,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,0.85,1.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.008,1.1,1.0,0.04000000000000001,0.020000000000000004,0.08000000000000002,2000
0.9,0.5,2.0,0.012,0.0,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.02,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.035,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.05,0.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.07,0.0005,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.1,0.008,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.14,0.081,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.2,0.3275,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.28,0.6165,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.4,0.893,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.6,0.9855,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,0.85,0.9985,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.012,1.1,1.0,0.05241482788417794,0.02620741394208897,0.10482965576835589,2000
0.9,0.5,2.0,0.016,0.0,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.02,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.035,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.05,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.07,0.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.1,0.002,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.14,0.045,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.2,0.2035,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.28,0.4915,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.4,0.793,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.6,0.9715,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,0.85,1.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
0.9,0.5,2.0,0.016,1.1,1.0,0.06349604207872799,0.03174802103936399,0.12699208415745597,2000
