lambda,eta,pred_eta,hit_prob,mean_t_hit,mean_W_hit,mean_V_hit,W_star,W_low,W_high,event_mode,peel_dist,W_cut,n,dt,T_run
0.012,0.28,0.05241482788417794,0.7326666666666667,76.93589626933787,0.07676924476724628,96458.45757205426,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,1500,0.002,103.33333333333333
0.012,0.4,0.05241482788417794,0.9366666666666666,75.70437864769181,0.09154745622703213,380783.25227544626,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,1500,0.002,103.33333333333333
0.012,0.6,0.05241482788417794,0.994,74.790342052321,0.10251589537150635,831656.7766174222,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,1500,0.002,103.33333333333333
0.012,0.85,0.05241482788417794,1.0,74.60450533334088,0.10474593599927262,992000.0127817197,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,1500,0.002,103.33333333333333
0.012,1.1,0.05241482788417794,1.0,74.59800000000757,0.10482399999927262,999333.3421693406,0.05241482788417794,0.02620741394208897,0.10482965576835589,window,0.05,0.02,1500,0.002,103.33333333333333
0.016,0.0,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.02,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.035,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.05,0.06349604207872799,0.0,nan,nan,nan,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.07,0.06349604207872799,0.0013333333333333333,60.28600000002771,0.03542399999966105,0.09511381193885105,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.1,0.06349604207872799,0.01,59.6789333333603,0.045137066666326976,0.10965084288000566,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.14,0.06349604207872799,0.092,59.06446376814216,0.05496857970980544,0.11958175315324755,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.2,0.06349604207872799,0.32066666666666666,58.31014968817498,0.06703760498926627,0.13510896434008252,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.28,0.06349604207872799,0.6113333333333333,57.20599345694871,0.08470410468886665,38168.22068120575,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.4,0.06349604207872799,0.8666666666666667,55.95314615386857,0.10474966153812629,249231.0936589265,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.6,0.06349604207872799,0.9813333333333333,54.949869565238586,0.12080208695618831,686820.8910852653,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,0.85,0.06349604207872799,0.9993333333333333,54.59772781856647,0.12643635490293612,957972.0458752953,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.016,1.1,0.06349604207872799,1.0,54.565320000020726,0.12695487999966734,995333.3972463448,0.06349604207872799,0.03174802103936399,0.12699208415745597,window,0.05,0.02,1500,0.002,82.5
0.024,0.0,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.02,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.035,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.05,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.07,0.08320335292207617,0.0,nan,nan,nan,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.1,0.08320335292207617,0.0026666666666666666,39.85250000000274,0.04353999999955057,0.10693653937755146,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.14,0.08320335292207617,0.02266666666666667,39.277235294119684,0.057346352940727326,0.12268139474060863,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.2,0.08320335292207617,0.176,38.444628787879815,0.07732890909046143,0.1442798348228468,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.28,0.08320335292207617,0.44466666666666665,37.63958020989509,0.096650074962072,10494.930729185275,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.4,0.08320335292207617,0.748,36.57619251336772,0.12217137967869805,100713.32456843359,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.6,0.08320335292207617,0.944,35.5101539547997,0.14775630508429896,475989.14199985436,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,0.85,0.08320335292207617,0.9933333333333333,34.89287382550005,0.16257102818747196,843624.2954940436,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.024,1.1,0.08320335292207617,1.0,34.77810666666321,0.16532543999955226,963333.382609243,0.08320335292207617,0.04160167646103809,0.16640670584415235,window,0.05,0.02,1500,0.002,61.666666666666664
0.032,0.0,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.02,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.035,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.05,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.07,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.1,0.10079368399158986,0.0,nan,nan,nan,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.14,0.10079368399158986,0.008,29.037999999994785,0.07078400000032191,0.1362883501607309,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.2,0.10079368399158986,0.08933333333333333,28.726865671636748,0.08074029850778422,0.14528145053123462,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.28,0.10079368399158986,0.32666666666666666,27.80529387754649,0.11023059591868886,4081.820125541797,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.4,0.10079368399158986,0.6353333333333333,27.029958027278163,0.13504134312728996,37775.7550110303,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.6,0.10079368399158986,0.8886666666666667,25.972093023252295,0.16889302325613867,297830.9421540615,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,0.85,0.10079368399158986,0.9806666666666667,25.305632902784073,0.19021974711113546,661455.1897054532,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.032,1.1,0.10079368399158986,0.9966666666666667,25.04231973243847,0.19864576856220026,892307.7907687465,0.10079368399158986,0.05039684199579493,0.20158736798317972,window,0.05,0.02,1500,0.002,51.25
0.048,0.0,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.02,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.035,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.05,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.07,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.1,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.14,0.13207708995578507,0.0,nan,nan,nan,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.2,0.13207708995578507,0.03,18.736311111111593,0.10065706666676881,0.16149211555044307,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.28,0.13207708995578507,0.15133333333333332,18.267215859031577,0.12317363876662323,0.17976013033662397,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.4,0.13207708995578507,0.436,17.515764525994985,0.1592433027524,6116.452331892114,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.6,0.13207708995578507,0.7766666666666666,16.696315879829733,0.19857683776835025,129614.12237320622,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,0.85,0.13207708995578507,0.9473333333333334,15.891059817031932,0.23722912878266067,447573.3014720023,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.048,1.1,0.13207708995578507,0.9906666666666667,15.601899057875222,0.25110884522218685,687752.8566107546,0.13207708995578507,0.06603854497789254,0.26415417991157014,window,0.05,0.02,1500,0.002,40.83333333333333
0.064,0.0,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.02,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.035,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.05,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.07,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.1,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.14,0.16000000000000003,0.0,nan,nan,nan,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.2,0.16000000000000003,0.013333333333333334,14.01480000000135,0.10305279999990984,0.16461922247782362,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.28,0.16000000000000003,0.08733333333333333,13.487145038169114,0.1368227175571608,0.19091668661178238,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.4,0.16000000000000003,0.31533333333333335,12.908122621565461,0.17388015221978076,2114.38475727037,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.6,0.16000000000000003,0.6913333333333334,12.167710703954445,0.22126651494686936,58824.804917972375,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,0.85,0.16000000000000003,0.89,11.439830711610977,0.26785083445683644,282397.6558316025,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
0.064,1.1,0.16000000000000003,0.9746666666666667,11.045893296853984,0.2930628290012764,520522.873755582,0.16000000000000003,0.08000000000000002,0.32000000000000006,window,0.05,0.02,1500,0.002,35.625
